,Date,DMA,v_allergy_cols_5dra,/m/0cnq0_5dra,tweet_count,tweet_count_5dra,v_allergy_cols,02,03,04,05,06,07,08,09,10,11,12
1164,2019-03-10,771,0.625,2964.0143701748507,0,0.0,1,0,1,0,0,0,0,0,0,0,0,0
1165,2019-03-11,771,0.75,2180.9206187621758,0,0.0,1,0,1,0,0,0,0,0,0,0,0,0
1166,2019-03-12,771,0.5,1958.9364759712792,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0
1167,2019-03-13,771,0.375,2971.6973536455853,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0
1168,2019-03-14,771,0.375,2629.3273065258836,0,0.0,1,0,1,0,0,0,0,0,0,0,0,0
1169,2019-03-15,771,0.25,2217.1653374668963,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0
1170,2019-03-16,771,0.125,1503.4159187057521,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0
1171,2019-03-17,771,0.125,1585.7427958779417,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0
1172,2019-03-18,771,0.125,1585.7427958779417,0,0.125,0,0,1,0,0,0,0,0,0,0,0,0
1173,2019-03-19,771,0.125,1585.7427958779417,0,0.125,0,0,1,0,0,0,0,0,0,0,0,0
1174,2019-03-20,771,0.125,1585.7427958779417,0,0.125,0,0,1,0,0,0,0,0,0,0,0,0
1175,2019-03-21,771,0.125,572.9819182036356,1,0.125,0,0,1,0,0,0,0,0,0,0,0,0
1176,2019-03-22,771,0.125,925.8343363856758,0,0.125,1,0,1,0,0,0,0,0,0,0,0,0
1177,2019-03-23,771,0.125,1185.1184205251054,0,0.125,0,0,1,0,0,0,0,0,0,0,0,0
1178,2019-03-24,771,0.25,1627.7859449574835,0,0.125,0,0,1,0,0,0,0,0,0,0,0,0
1179,2019-03-25,771,0.25,1249.269782504996,0,0.125,0,0,1,0,0,0,0,0,0,0,0,0
1180,2019-03-26,771,0.375,1517.915157650937,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0
1181,2019-03-27,771,0.25,1517.915157650937,0,0.0,1,0,1,0,0,0,0,0,0,0,0,0
1182,2019-03-28,771,0.25,2573.0329138339066,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0
1183,2019-03-29,771,0.25,3249.0309588901673,0,0.0,1,0,1,0,0,0,0,0,0,0,0,0
1184,2019-03-30,771,0.5,3138.3246381843733,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0
1185,2019-03-31,771,0.5,3113.3765690409296,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0
1186,2019-04-01,771,0.375,2966.5047309066895,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0
1187,2019-04-02,771,0.375,4757.95302956482,0,0.0,2,0,0,1,0,0,0,0,0,0,0,0
1188,2019-04-03,771,0.375,5216.982582473442,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0
1189,2019-04-04,771,0.375,6338.283847699109,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0
1190,2019-04-05,771,0.5,6164.400725305236,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0
1191,2019-04-06,771,0.5,5488.402680248976,0,0.0,1,0,0,1,0,0,0,0,0,0,0,0
1192,2019-04-07,771,0.25,5246.256582772729,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0
1193,2019-04-08,771,0.25,7134.010947805336,0,0.0,1,0,0,1,0,0,0,0,0,0,0,0
1194,2019-04-09,771,0.5,7175.782335924264,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0
1195,2019-04-10,771,0.625,5189.868281514985,0,0.125,0,0,0,1,0,0,0,0,0,0,0,0
1196,2019-04-11,771,0.5,5510.497616499812,0,0.125,0,0,0,1,0,0,0,0,0,0,0,0
1197,2019-04-12,771,0.5,4619.082818163099,0,0.25,2,0,0,1,0,0,0,0,0,0,0,0
1198,2019-04-13,771,0.5,6224.53781946062,1,0.25,1,0,0,1,0,0,0,0,0,0,0,0
1199,2019-04-14,771,0.5,7205.9500295593425,0,0.25,0,0,0,1,0,0,0,0,0,0,0,0
1200,2019-04-15,771,0.5,7470.005997131132,1,0.375,0,0,0,1,0,0,0,0,0,0,0,0
1201,2019-04-16,771,0.875,6152.401099560798,0,0.375,1,0,0,1,0,0,0,0,0,0,0,0
1202,2019-04-17,771,0.75,6074.273687024501,0,0.5,0,0,0,1,0,0,0,0,0,0,0,0
1203,2019-04-18,771,0.875,6879.976210637526,1,0.375,0,0,0,1,0,0,0,0,0,0,0,0
1204,2019-04-19,771,1.0,5831.671947598137,0,0.375,3,0,0,1,0,0,0,0,0,0,0,0
1205,2019-04-20,771,1.0,5601.785480709182,1,0.25,1,0,0,1,0,0,0,0,0,0,0,0
1206,2019-04-21,771,1.0,4618.451577878668,0,0.25,2,0,0,1,0,0,0,0,0,0,0,0
1207,2019-04-22,771,1.625,3945.7091470151404,0,0.25,1,0,0,1,0,0,0,0,0,0,0,0
1208,2019-04-23,771,2.125,4194.625501351875,0,0.125,0,0,0,1,0,0,0,0,0,0,0,0
1209,2019-04-24,771,2.875,3675.450314482244,0,0.125,1,0,0,1,0,0,0,0,0,0,0,0
1210,2019-04-25,771,2.875,3416.010652601476,0,0.0,5,0,0,1,0,0,0,0,0,0,0,0
1211,2019-04-26,771,3.25,2610.308128988452,0,0.0,4,0,0,1,0,0,0,0,0,0,0,0
1212,2019-04-27,771,3.25,3127.459852705729,0,0.0,9,0,0,1,0,0,0,0,0,0,0,0
1213,2019-04-28,771,3.375,3462.429215692014,0,0.0,1,0,0,1,0,0,0,0,0,0,0,0
1214,2019-04-29,771,3.625,1959.0734834359093,0,0.0,5,0,0,1,0,0,0,0,0,0,0,0
1215,2019-04-30,771,3.625,2764.8321471877734,0,0.0,1,0,0,1,0,0,0,0,0,0,0,0
1216,2019-05-01,771,3.25,2251.8598252792494,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0
1217,2019-05-02,771,2.375,3193.624827907257,0,0.0,3,0,0,0,1,0,0,0,0,0,0,0
1218,2019-05-03,771,2.5,3946.01508148373,0,0.0,5,0,0,0,1,0,0,0,0,0,0,0
1219,2019-05-04,771,2.25,4313.6007861321295,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0
1220,2019-05-05,771,2.375,4041.5197320146112,0,0.0,2,0,0,0,1,0,0,0,0,0,0,0
1221,2019-05-06,771,2.625,3706.550369028326,0,0.125,2,0,0,0,1,0,0,0,0,0,0,0
1222,2019-05-07,771,2.375,3932.062277316185,0,0.125,3,0,0,0,1,0,0,0,0,0,0,0
1223,2019-05-08,771,1.875,3904.336377812445,0,0.125,2,0,0,0,1,0,0,0,0,0,0,0
1224,2019-05-09,771,1.75,4262.268882942138,1,0.125,3,0,0,0,1,0,0,0,0,0,0,0
1225,2019-05-10,771,1.625,3035.1935847255018,0,0.125,1,0,0,0,1,0,0,0,0,0,0,0
1226,2019-05-11,771,1.375,3062.013372232092,0,0.125,1,0,0,0,1,0,0,0,0,0,0,0
1227,2019-05-12,771,1.0,3514.7639940557124,0,0.125,0,0,0,0,1,0,0,0,0,0,0,0
1228,2019-05-13,771,0.875,3269.6933244559536,0,0.125,1,0,0,0,1,0,0,0,0,0,0,0
1229,2019-05-14,771,0.5,3719.187164557513,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0
1230,2019-05-15,771,0.375,4121.269240675649,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0
1231,2019-05-16,771,0.25,3034.56669719233,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0
1232,2019-05-17,771,0.25,2676.6341920626373,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0
1233,2019-05-18,771,0.125,2981.493007331716,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0
1234,2019-05-19,771,0.25,2202.2829662486533,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0
1235,2019-05-20,771,0.25,2423.772136661295,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0
1236,2019-05-21,771,0.125,2423.772136661295,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0
1237,2019-05-22,771,0.125,1974.2782965597355,0,0.125,1,0,0,0,1,0,0,0,0,0,0,0
1238,2019-05-23,771,0.25,1720.684674232371,0,0.125,0,0,0,0,1,0,0,0,0,0,0,0
1239,2019-05-24,771,0.375,2010.2035676591738,0,0.25,0,0,0,0,1,0,0,0,0,0,0,0
1240,2019-05-25,771,0.5,2010.2035676591738,1,0.25,0,0,0,0,1,0,0,0,0,0,0,0
1241,2019-05-26,771,0.5,1705.344752390095,0,0.25,1,0,0,0,1,0,0,0,0,0,0,0
1242,2019-05-27,771,0.5,1705.344752390095,1,0.25,1,0,0,0,1,0,0,0,0,0,0,0
1243,2019-05-28,771,0.5,663.5192555054332,0,0.25,1,0,0,0,1,0,0,0,0,0,0,0
1244,2019-05-29,771,0.875,2213.559344763994,0,0.25,0,0,0,0,1,0,0,0,0,0,0,0
1245,2019-05-30,771,0.875,2213.559344763994,0,0.125,1,0,0,0,1,0,0,0,0,0,0,0
1246,2019-05-31,771,1.0,2163.19580223141,0,0.125,0,0,0,0,1,0,0,0,0,0,0,0
1247,2019-06-01,771,0.875,3122.396405939353,0,0.0,3,0,0,0,0,1,0,0,0,0,0,0
1248,2019-06-02,771,1.0,3122.396405939353,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0
1249,2019-06-03,771,1.0,3122.396405939353,0,0.0,2,0,0,0,0,1,0,0,0,0,0,0
1250,2019-06-04,771,0.875,4320.633847471122,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0
1251,2019-06-05,771,1.0,4320.633847471122,0,0.0,2,0,0,0,0,1,0,0,0,0,0,0
1252,2019-06-06,771,0.625,2770.5937582125616,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0
1253,2019-06-07,771,0.625,3764.2718048308466,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0
1254,2019-06-08,771,0.5,3704.913518323988,0,0.0,1,0,0,0,0,1,0,0,0,0,0,0
1255,2019-06-09,771,0.5,2781.988656656443,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0
1256,2019-06-10,771,0.375,3448.0845302737275,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0
1257,2019-06-11,771,0.625,3964.6024786077255,0,0.0,1,0,0,0,0,1,0,0,0,0,0,0
1258,2019-06-12,771,0.625,3712.760402260149,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0
1259,2019-06-13,771,0.625,4131.347755567063,0,0.0,1,0,0,0,0,1,0,0,0,0,0,0
1260,2019-06-14,771,0.625,4131.347755567063,0,0.0,2,0,0,0,0,1,0,0,0,0,0,0
1261,2019-06-15,771,0.75,4067.302250902775,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0
1262,2019-06-16,771,0.75,3803.023717863587,0,0.0,1,0,0,0,0,1,0,0,0,0,0,0
1263,2019-06-17,771,0.75,3477.2290823963867,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0
1264,2019-06-18,771,0.625,3159.5688172467967,0,0.0,1,0,0,0,0,1,0,0,0,0,0,0
1265,2019-06-19,771,0.5,2920.3853249002805,0,0.0,1,0,0,0,0,1,0,0,0,0,0,0
1266,2019-06-20,771,0.75,2381.8457296039496,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0
1267,2019-06-21,771,0.75,2551.6489129083575,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0
1268,2019-06-22,771,0.875,2551.6489129083575,0,0.0,1,0,0,0,0,1,0,0,0,0,0,0
1269,2019-06-23,771,0.75,2501.925295728424,0,0.0,2,0,0,0,0,1,0,0,0,0,0,0
1270,2019-06-24,771,0.625,3090.059086471786,0,0.0,1,0,0,0,0,1,0,0,0,0,0,0
1271,2019-06-25,771,0.75,5211.531076032836,0,0.0,1,0,0,0,0,1,0,0,0,0,0,0
1272,2019-06-26,771,0.875,4863.095467565141,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0
1273,2019-06-27,771,1.125,4955.1046638118505,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0
1274,2019-06-28,771,1.25,4547.248893923989,0,0.0,1,0,0,0,0,1,0,0,0,0,0,0
1275,2019-06-29,771,1.25,4242.14066930199,0,0.0,1,0,0,0,0,1,0,0,0,0,0,0
1276,2019-06-30,771,1.125,5603.192152622483,0,0.125,3,0,0,0,0,1,0,0,0,0,0,0
1277,2019-07-01,771,1.125,4723.283227848421,0,0.125,3,0,0,0,0,0,1,0,0,0,0,0
1278,2019-07-02,771,1.125,4509.817380469722,0,0.125,1,0,0,0,0,0,1,0,0,0,0,0
1279,2019-07-03,771,1.0,2733.9707212298076,1,0.125,0,0,0,0,0,0,1,0,0,0,0,0
1280,2019-07-04,771,0.875,3376.8873702911274,0,0.125,0,0,0,0,0,0,1,0,0,0,0,0
1281,2019-07-05,771,0.5,3343.4938983198304,0,0.25,0,0,0,0,0,0,1,0,0,0,0,0
1282,2019-07-06,771,0.125,3577.5657646705517,0,0.25,0,0,0,0,0,0,1,0,0,0,0,0
1283,2019-07-07,771,0.25,3651.6115670918316,0,0.25,0,0,0,0,0,0,1,0,0,0,0,0
1284,2019-07-08,771,0.25,2290.5600837713387,1,0.125,0,0,0,0,0,0,1,0,0,0,0,0
1285,2019-07-09,771,0.25,2290.5600837713387,0,0.125,0,0,0,0,0,0,1,0,0,0,0,0
1286,2019-07-10,771,0.25,2243.176199897528,0,0.125,2,0,0,0,0,0,1,0,0,0,0,0
1287,2019-07-11,771,0.375,2284.3434762024026,0,0.125,0,0,0,0,0,0,1,0,0,0,0,0
1288,2019-07-12,771,0.375,1641.4268271410833,0,0.125,0,0,0,0,0,0,1,0,0,0,0,0
1289,2019-07-13,771,0.375,1305.476646878189,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0
1290,2019-07-14,771,0.375,1071.4047805274677,0,0.0,1,0,0,0,0,0,1,0,0,0,0,0
1291,2019-07-15,771,0.25,938.7836947514543,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0
1292,2019-07-16,771,0.25,1919.0681042691863,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0
1293,2019-07-17,771,0.5,3089.9865791638185,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0
1294,2019-07-18,771,0.5,3155.0558757336103,0,0.0,1,0,0,0,0,0,1,0,0,0,0,0
1295,2019-07-19,771,0.5,2768.263269107599,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0
1296,2019-07-20,771,0.5,4062.3508487555737,0,0.0,2,0,0,0,0,0,1,0,0,0,0,0
1297,2019-07-21,771,0.5,4313.090823509468,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0
1298,2019-07-22,771,0.625,4707.598316943959,0,0.0,1,0,0,0,0,0,1,0,0,0,0,0
1299,2019-07-23,771,0.625,4482.891288309367,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0
1300,2019-07-24,771,0.625,4275.08522006079,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0
1301,2019-07-25,771,0.375,3749.158384312484,0,0.0,1,0,0,0,0,0,1,0,0,0,0,0
1302,2019-07-26,771,0.375,3356.80502825184,0,0.0,1,0,0,0,0,0,1,0,0,0,0,0
1303,2019-07-27,771,0.375,4084.812346183451,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0
1304,2019-07-28,771,0.375,2790.724766535477,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0
1305,2019-07-29,771,0.5,2794.0924328240926,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0
1306,2019-07-30,771,0.375,2399.5849393896015,0,0.0,1,0,0,0,0,0,1,0,0,0,0,0
1307,2019-07-31,771,0.375,2399.5849393896015,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0
1308,2019-08-01,771,0.75,1627.106598120447,0,0.0,1,0,0,0,0,0,0,1,0,0,0,0
1309,2019-08-02,771,0.75,1802.6141824414926,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0
1310,2019-08-03,771,0.75,2100.9804927036475,0,0.0,1,0,0,0,0,0,0,1,0,0,0,0
1311,2019-08-04,771,0.625,1711.0303663847162,0,0.0,3,0,0,0,0,0,0,1,0,0,0,0
1312,2019-08-05,771,0.75,2330.9389859072535,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0
1313,2019-08-06,771,0.625,3687.8476124067074,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0
1314,2019-08-07,771,0.625,3953.095772053172,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0
1315,2019-08-08,771,0.5,4335.914255504324,0,0.0,1,0,0,0,0,0,0,1,0,0,0,0
1316,2019-08-09,771,0.375,4335.914255504324,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0
1317,2019-08-10,771,0.375,3890.905759791562,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0
1318,2019-08-11,771,0.625,3592.539449529407,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0
1319,2019-08-12,771,0.625,3254.4822579167276,0,0.125,2,0,0,0,0,0,0,1,0,0,0,0
1320,2019-08-13,771,0.5,2634.5736383941903,0,0.125,0,0,0,0,0,0,0,1,0,0,0,0
1321,2019-08-14,771,0.5,1023.557370852227,0,0.125,2,0,0,0,0,0,0,1,0,0,0,0
1322,2019-08-15,771,0.625,1564.3233499968073,1,0.125,0,0,0,0,0,0,0,1,0,0,0,0
1323,2019-08-16,771,0.625,1181.5048665456552,0,0.125,0,0,0,0,0,0,0,1,0,0,0,0
1324,2019-08-17,771,0.5,1402.7510777266805,0,0.125,0,0,0,0,0,0,0,1,0,0,0,0
1325,2019-08-18,771,0.5,1027.26034997207,0,0.125,1,0,0,0,0,0,0,1,0,0,0,0
1326,2019-08-19,771,0.25,1388.3782995035226,0,0.125,0,0,0,0,0,0,0,1,0,0,0,0
1327,2019-08-20,771,0.25,1388.3782995035226,0,0.0,1,0,0,0,0,0,0,1,0,0,0,0
1328,2019-08-21,771,0.5,1388.3782995035226,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0
1329,2019-08-22,771,0.5,2277.9928612624376,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0
1330,2019-08-23,771,0.375,1979.2321106231364,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0
1331,2019-08-24,771,0.375,2220.2702484444576,0,0.0,2,0,0,0,0,0,0,1,0,0,0,0
1332,2019-08-25,771,0.375,1999.0240372634325,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0
1333,2019-08-26,771,1.0,1999.0240372634325,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0
1334,2019-08-27,771,1.0,2110.9097148672886,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0
1335,2019-08-28,771,1.0,2555.2490797508203,0,0.0,1,0,0,0,0,0,0,1,0,0,0,0
1336,2019-08-29,771,0.75,3393.4788854627022,0,0.0,5,0,0,0,0,0,0,1,0,0,0,0
1337,2019-08-30,771,1.0,2837.49763327075,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0
1338,2019-08-31,771,1.0,2330.244245119007,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0
1339,2019-09-01,771,1.0,2513.037911310623,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0
1340,2019-09-02,771,0.875,2513.037911310623,0,0.0,2,0,0,0,0,0,0,0,1,0,0,0
1341,2019-09-03,771,0.25,2875.174367907154,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0
1342,2019-09-04,771,0.25,2834.639348845079,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0
1343,2019-09-05,771,0.375,2390.2999839615472,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0
1344,2019-09-06,771,0.5,1760.1351787354959,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0
1345,2019-09-07,771,0.25,1426.5018691685327,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0
1346,2019-09-08,771,0.5,1426.5018691685327,0,0.0,1,0,0,0,0,0,0,0,1,0,0,0
1347,2019-09-09,771,0.75,1002.6700651555955,0,0.0,1,0,0,0,0,0,0,0,1,0,0,0
1348,2019-09-10,771,0.75,1614.1545347528545,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0
1349,2019-09-11,771,0.875,1252.018078156323,0,0.0,2,0,0,0,0,0,0,0,1,0,0,0
1350,2019-09-12,771,0.875,819.5494700830894,0,0.0,2,0,0,0,0,0,0,0,1,0,0,0
1351,2019-09-13,771,1.125,819.5494700830894,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0
1352,2019-09-14,771,1.0,611.484469597259,0,0.0,1,0,0,0,0,0,0,0,1,0,0,0
1353,2019-09-15,771,1.0,611.484469597259,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0
1354,2019-09-16,771,0.875,958.6274559988301,0,0.0,3,0,0,0,0,0,0,0,1,0,0,0
1355,2019-09-17,771,0.625,1874.837984093126,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0
1356,2019-09-18,771,0.625,2250.8021005041232,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0
1357,2019-09-19,771,0.5,2980.789936348363,0,0.0,1,0,0,0,0,0,0,0,1,0,0,0
1358,2019-09-20,771,0.625,2980.789936348363,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0
1359,2019-09-21,771,0.5,2980.789936348363,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0
1360,2019-09-22,771,0.5,3772.316991302836,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0
1361,2019-09-23,771,0.625,4307.548135760148,0,0.0,1,0,0,0,0,0,0,0,1,0,0,0
1362,2019-09-24,771,0.5,3960.4051493585775,0,0.0,2,0,0,0,0,0,0,0,1,0,0,0
1363,2019-09-25,771,0.5,3044.1946212642815,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0
1364,2019-09-26,771,0.625,2464.666275791888,0,0.0,1,0,0,0,0,0,0,0,1,0,0,0
1365,2019-09-27,771,0.625,1977.244382392284,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0
1366,2019-09-28,771,0.625,3018.260113329556,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0
1367,2019-09-29,771,0.375,3018.260113329556,0,0.0,1,0,0,0,0,0,0,0,1,0,0,0
1368,2019-09-30,771,0.375,2426.390779358537,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0
1369,2019-10-01,771,0.25,2309.3195847456955,0,0.0,1,0,0,0,0,0,0,0,0,1,0,0
1370,2019-10-02,771,0.375,2309.3195847456955,0,0.0,0,0,0,0,0,0,0,0,0,1,0,0
1371,2019-10-03,771,0.5,2309.3195847456955,0,0.0,0,0,0,0,0,0,0,0,0,1,0,0
1372,2019-10-04,771,0.375,2101.6309748847125,0,0.0,0,0,0,0,0,0,0,0,0,1,0,0
1373,2019-10-05,771,0.5,2068.9180457538055,0,0.0,1,0,0,0,0,0,0,0,0,1,0,0
1374,2019-10-06,771,0.5,1628.4460638541989,0,0.0,1,0,0,0,0,0,0,0,0,1,0,0
1375,2019-10-07,771,0.625,2073.44472068724,0,0.0,0,0,0,0,0,0,0,0,0,1,0,0
1376,2019-10-08,771,0.625,1873.7869997037856,0,0.0,1,0,0,0,0,0,0,0,0,1,0,0
1377,2019-10-09,771,0.625,2532.576403843232,0,0.0,1,0,0,0,0,0,0,0,0,1,0,0
1378,2019-10-10,771,0.5,2826.7907468702138,0,0.0,1,0,0,0,0,0,0,0,0,1,0,0
1379,2019-10-11,771,0.5,2826.7907468702138,0,0.0,0,0,0,0,0,0,0,0,0,1,0,0
1380,2019-10-12,771,0.5,2626.559116195334,0,0.0,0,0,0,0,0,0,0,0,0,1,0,0
1381,2019-10-13,771,0.625,2416.706102881605,0,0.0,0,0,0,0,0,0,0,0,0,1,0,0
1382,2019-10-14,771,0.5,2314.666546831337,0,0.0,1,0,0,0,0,0,0,0,0,1,0,0
1383,2019-10-15,771,0.5,2856.9100240865273,0,0.0,0,0,0,0,0,0,0,0,0,1,0,0
1384,2019-10-16,771,0.5,3677.7029234168967,0,0.0,2,0,0,0,0,0,0,0,0,1,0,0
1385,2019-10-17,771,0.75,2600.7535694329795,0,0.0,0,0,0,0,0,0,0,0,0,1,0,0
1386,2019-10-18,771,1.125,2306.539226405998,0,0.0,1,0,0,0,0,0,0,0,0,1,0,0
1387,2019-10-19,771,1.0,2306.539226405998,0,0.0,0,0,0,0,0,0,0,0,0,1,0,0
1388,2019-10-20,771,1.0,2306.539226405998,0,0.0,2,0,0,0,0,0,0,0,0,1,0,0
1389,2019-10-21,771,0.75,2508.4378409826268,0,0.0,3,0,0,0,0,0,0,0,0,1,0,0
1390,2019-10-22,771,0.75,2768.111740253292,0,0.125,0,0,0,0,0,0,0,0,0,1,0,0
1391,2019-10-23,771,0.625,2201.644153664982,0,0.125,0,0,0,0,0,0,0,0,0,1,0,0
1392,2019-10-24,771,0.625,2051.389400984397,0,0.125,0,0,0,0,0,0,0,0,0,1,0,0
1393,2019-10-25,771,0.625,2051.389400984397,1,0.125,0,0,0,0,0,0,0,0,0,1,0,0
1394,2019-10-26,771,0.25,2239.0058977690014,0,0.125,0,0,0,0,0,0,0,0,0,1,0,0
1395,2019-10-27,771,0.375,2465.1813248208337,0,0.125,0,0,0,0,0,0,0,0,0,1,0,0
1396,2019-10-28,771,0.375,2465.1813248208337,0,0.125,2,0,0,0,0,0,0,0,0,1,0,0
1397,2019-10-29,771,0.375,2263.2827102442047,0,0.125,0,0,0,0,0,0,0,0,0,1,0,0
1398,2019-10-30,771,0.375,1505.104617986142,0,0.0,1,0,0,0,0,0,0,0,0,1,0,0
1399,2019-10-31,771,0.375,1084.330070486221,0,0.0,0,0,0,0,0,0,0,0,0,1,0,0
1400,2019-11-01,771,0.375,618.6105247655734,0,0.0,0,0,0,0,0,0,0,0,0,0,1,0
1401,2019-11-02,771,0.125,820.4545827179222,0,0.0,0,0,0,0,0,0,0,0,0,0,1,0
1402,2019-11-03,771,0.125,947.6751680627259,0,0.0,0,0,0,0,0,0,0,0,0,0,1,0
1403,2019-11-04,771,0.125,966.0009888345323,0,0.0,0,0,0,0,0,0,0,0,0,0,1,0
1404,2019-11-05,771,0.125,966.0009888345323,0,0.0,0,0,0,0,0,0,0,0,0,0,1,0
1405,2019-11-06,771,0.125,966.0009888345323,0,0.0,0,0,0,0,0,0,0,0,0,0,1,0
1406,2019-11-07,771,0.125,1624.0911116083294,0,0.0,1,0,0,0,0,0,0,0,0,0,1,0
1407,2019-11-08,771,0.25,1624.0911116083294,0,0.0,0,0,0,0,0,0,0,0,0,0,1,0
1408,2019-11-09,771,0.25,1886.3676329253303,0,0.0,0,0,0,0,0,0,0,0,0,0,1,0
1409,2019-11-10,771,0.25,2269.4623867142277,0,0.0,0,0,0,0,0,0,0,0,0,0,1,0
1410,2019-11-11,771,0.25,1954.6253045848198,0,0.0,1,0,0,0,0,0,0,0,0,0,1,0
1411,2019-11-12,771,0.125,1710.1240567611812,0,0.0,0,0,0,0,0,0,0,0,0,0,1,0
1412,2019-11-13,771,0.125,1710.1240567611812,0,0.0,0,0,0,0,0,0,0,0,0,0,1,0
1413,2019-11-14,771,0.125,2917.132025557183,0,0.0,0,0,0,0,0,0,0,0,0,0,1,0
1414,2019-11-15,771,0.375,2259.041902783386,0,0.0,0,0,0,0,0,0,0,0,0,0,1,0
1415,2019-11-16,771,0.25,2259.041902783386,0,0.0,0,0,0,0,0,0,0,0,0,0,1,0
1416,2019-11-17,771,0.5,1791.9467805372478,0,0.0,0,0,0,0,0,0,0,0,0,0,1,0
1417,2019-11-18,771,0.5,1207.0079687960015,0,0.0,2,0,0,0,0,0,0,0,0,0,1,0
1418,2019-11-19,771,0.5,1207.0079687960015,0,0.0,0,0,0,0,0,0,0,0,0,0,1,0
